Date,PR
15-11-2023,0.090796304
16-11-2023,0.090517049
17-11-2023,0.093257837
18-11-2023,0.092974929
19-11-2023,0.092921271
20-11-2023,0.092634129
21-11-2023,0.092532476
22-11-2023,0.092702084
23-11-2023,0.092860528
24-11-2023,0.092856054
25-11-2023,0.093386217
26-11-2023,0.093357094
27-11-2023,0.093370899
28-11-2023,0.093420447
29-11-2023,0.093113283
30-11-2023,0.09322687
01-12-2023,0.091605793
02-12-2023,0.091701159
03-12-2023,0.090968712
04-12-2023,0.090821934
05-12-2023,0.090528816
06-12-2023,0.09101812
07-12-2023,0.090121605
08-12-2023,0.090155753
09-12-2023,0.090038532
10-12-2023,0.089982512
11-12-2023,0.089753706
12-12-2023,0.089471475
13-12-2023,0.089653283
14-12-2023,0.089687204
15-12-2023,0.089660421
16-12-2023,0.089589111
17-12-2023,0.089546512
18-12-2023,0.088948779
19-12-2023,0.088837925
20-12-2023,0.088686014
21-12-2023,0.088585787
22-12-2023,0.084330737
23-12-2023,0.083950773
24-12-2023,0.083586089
25-12-2023,0.083513891
26-12-2023,0.083467235
27-12-2023,0.082576449
28-12-2023,0.082352242
29-12-2023,0.082271474
30-12-2023,0.082220706
31-12-2023,0.08219648
01-01-2024,0.082058208
02-01-2024,0.081471831
03-01-2024,0.080944205
04-01-2024,0.080974947
05-01-2024,0.080983879
06-01-2024,0.080940506
07-01-2024,0.081024799
08-01-2024,0.081113684
09-01-2024,0.077091459
10-01-2024,0.077149561
11-01-2024,0.07697128
12-01-2024,0.07671915
13-01-2024,0.076609807
14-01-2024,0.07650508
15-01-2024,0.075975697
16-01-2024,0.075949189
17-01-2024,0.0758731
18-01-2024,0.092998958
19-01-2024,0.092931389
20-01-2024,0.092828882
21-01-2024,0.092746801
22-01-2024,0.092707781
23-01-2024,0.092700084
24-01-2024,0.092740977
25-01-2024,0.092708478
26-01-2024,0.092957776
27-01-2024,0.092941031
28-01-2024,0.092657906
29-01-2024,0.092744667
30-01-2024,0.092668877
31-01-2024,0.092725867
01-02-2024,0.092611915
02-02-2024,0.092540004
03-02-2024,0.092573015
04-02-2024,0.092507114
05-02-2024,0.092571621
06-02-2024,0.092587462
07-02-2024,0.092471326
08-02-2024,0.092447241
09-02-2024,0.092398637
10-02-2024,0.092326755
11-02-2024,0.092417754
12-02-2024,0.093469161
13-02-2024,0.093627871
14-02-2024,0.093603413
15-02-2024,0.093491435
16-02-2024,0.093462244
17-02-2024,0.093437721
18-02-2024,0.093366905
19-02-2024,0.093309587
20-02-2024,0.094135275
21-02-2024,0.094033736
22-02-2024,0.093863745
23-02-2024,0.093745177
24-02-2024,0.093825413
25-02-2024,0.093676602
26-02-2024,0.093547277
27-02-2024,0.093574506
28-02-2024,0.093493871
29-02-2024,0.093367781
01-03-2024,0.088936795
02-03-2024,0.088862704
03-03-2024,0.088765782
04-03-2024,0.088815548
05-03-2024,0.088385402
06-03-2024,0.088354738
07-03-2024,0.088352809
08-03-2024,0.088288046
09-03-2024,0.087972632
10-03-2024,0.087867948
11-03-2024,0.087757581
12-03-2024,0.087680931
13-03-2024,0.087575068
14-03-2024,0.087406595
15-03-2024,0.087580361
16-03-2024,0.087435799
17-03-2024,0.087434532
18-03-2024,0.087295714
19-03-2024,0.087199106
20-03-2024,0.087252987
21-03-2024,0.08726437
22-03-2024,0.087295096
23-03-2024,0.087399882
24-03-2024,0.087346149
25-03-2024,0.087395
26-03-2024,0.088018795
27-03-2024,0.088006471
28-03-2024,0.088079293
29-03-2024,0.087992849
30-03-2024,0.087901644
31-03-2024,0.087952118
01-04-2024,0.087322404
02-04-2024,0.087317125
03-04-2024,0.087228591
04-04-2024,0.087098658
05-04-2024,0.086985792
06-04-2024,0.087031723
07-04-2024,0.086993803
08-04-2024,0.086995019
09-04-2024,0.086891012
10-04-2024,0.086919353
11-04-2024,0.086906187
12-04-2024,0.086829536
13-04-2024,0.086846964
14-04-2024,0.086849117
15-04-2024,0.086900238
16-04-2024,0.083675845
17-04-2024,0.083518225
18-04-2024,0.084212598
19-04-2024,0.084231874
20-04-2024,0.084380205
21-04-2024,0.084304568
22-04-2024,0.084247892
23-04-2024,0.084378645
24-04-2024,0.084354081
25-04-2024,0.084331188
26-04-2024,0.084307612
27-04-2024,0.08436559
28-04-2024,0.084462423
29-04-2024,0.084175826
30-04-2024,0.085948688
01-05-2024,0.085986165
02-05-2024,0.086049049
03-05-2024,0.086030397
04-05-2024,0.086040608
05-05-2024,0.085945164
06-05-2024,0.086174148
07-05-2024,0.086265119
08-05-2024,0.086151798
09-05-2024,0.086140349
10-05-2024,0.085797102
11-05-2024,0.085686272
12-05-2024,0.085641737
13-05-2024,0.08563909
14-05-2024,0.085624835
15-05-2024,0.085792168
16-05-2024,0.085816373
17-05-2024,0.086170595
18-05-2024,0.082959209
19-05-2024,0.082944347
20-05-2024,0.082911004
21-05-2024,0.083044396
22-05-2024,0.084739256
23-05-2024,0.08476211
24-05-2024,0.0847948
25-05-2024,0.084837191
26-05-2024,0.084832435
27-05-2024,0.08491464
28-05-2024,0.084194013
29-05-2024,0.084173374
30-05-2024,0.084191041
31-05-2024,0.084293481
01-06-2024,0.084278817
02-06-2024,0.084206915
03-06-2024,0.084232017
04-06-2024,0.084219712
05-06-2024,0.084178628
06-06-2024,0.084298402
07-06-2024,0.0846588
08-06-2024,0.084698536
09-06-2024,0.084716141
10-06-2024,0.08467696
11-06-2024,0.084771354
12-06-2024,0.084638414
13-06-2024,0.084625684
14-06-2024,0.084571868
15-06-2024,0.084500954
16-06-2024,0.084467882
17-06-2024,0.084546253
18-06-2024,0.084371441
19-06-2024,0.084496912
20-06-2024,0.081855888
21-06-2024,0.081868093
22-06-2024,0.081744946
23-06-2024,0.081782935
24-06-2024,0.080115354
25-06-2024,0.079832389
26-06-2024,0.07981171
27-06-2024,0.079763935
28-06-2024,0.079760925
29-06-2024,0.079728834
30-06-2024,0.079824463
01-07-2024,0.07974069
02-07-2024,0.079663872
03-07-2024,0.079765411
04-07-2024,0.079628487
05-07-2024,0.079471207
06-07-2024,0.079382645
07-07-2024,0.079383237
08-07-2024,0.079353649
09-07-2024,0.079452965
10-07-2024,0.079430714
11-07-2024,0.079409956
12-07-2024,0.082478092
13-07-2024,0.082857539
14-07-2024,0.082782239
15-07-2024,0.082727574
16-07-2024,0.08285978
17-07-2024,0.082931785
18-07-2024,0.082965612
19-07-2024,0.082921787
20-07-2024,0.082868234
21-07-2024,0.082809867
22-07-2024,0.083075791
23-07-2024,0.083060827
24-07-2024,0.082946956
25-07-2024,0.083015345
26-07-2024,0.083055459
27-07-2024,0.083040394
28-07-2024,0.083040131
29-07-2024,0.083111569
30-07-2024,0.083286886
31-07-2024,0.083416945
01-08-2024,0.078885967
02-08-2024,0.078661394
03-08-2024,0.078654903
04-08-2024,0.078604376
05-08-2024,0.078640118
06-08-2024,0.078702085
07-08-2024,0.078767827
08-08-2024,0.078785702
09-08-2024,0.078946674
10-08-2024,0.078950156
11-08-2024,0.078985556
12-08-2024,0.078952712
13-08-2024,0.078921664
14-08-2024,0.078813232
15-08-2024,0.078844668
16-08-2024,0.078810819
17-08-2024,0.078828556
18-08-2024,0.078817007
19-08-2024,0.07969327
20-08-2024,0.079687147
21-08-2024,0.079683647
22-08-2024,0.077586116
23-08-2024,0.077565245
24-08-2024,0.077580133
25-08-2024,0.077568037
26-08-2024,0.077612741
27-08-2024,0.077579783
28-08-2024,0.077610872
29-08-2024,0.077726569
30-08-2024,0.081610208
31-08-2024,0.081698974
01-09-2024,0.081679205
02-09-2024,0.081495645
03-09-2024,0.081463988
04-09-2024,0.081458813
05-09-2024,0.081324405
06-09-2024,0.081261389
07-09-2024,0.081264582
08-09-2024,0.081261618
